session_id, user_id, persona         , session_start      , session_end        , session_duration_minutes, exit_reason   , is_weekend
S0000025  , U03553 , binge_user      , 2025-11-12 22:33:47, 2025-11-12 23:56:47,                       83, boredom       , False
S0000026  , U04289 , binge_user      , 2025-07-25 21:51:06, 2025-07-25 23:40:06,                      109, fatigue       , False
S0000027  , U02049 , active_engager  , 2025-08-13 00:48:30, 2025-08-13 00:59:30,                       11, boredom       , False
S0000028  , U01718 , active_engager  , 2025-05-02 18:34:10, 2025-05-02 18:56:10,                       22, interruption  , False
S0000029  , U04425 , passive_scroller, 2026-04-20 22:47:16, 2026-04-20 22:51:16,                        4, interruption  , False
S0000030  , U03017 , binge_user      , 2025-10-04 01:38:17, 2025-10-04 02:39:17,                       73, boredom       , True
S0000031  , U03932 , active_engager  , 2025-11-30 20:39:50, 2025-11-30 20:50:50,                       13, goal_completed, True
S0000032  , U04483 , trend_hopper    , 2026-02-24 18:07:19, 2026-02-24 18:23:19,                       16, fatigue       , False
S0000033  , U00526 , passive_scroller, 2026-03-31 23:29:34, 2026-03-31 23:41:34,                       12, interruption  , False
S0000034  , U01000 , active_engager  , 2025-05-02 22:16:22, 2025-05-02 22:34:22,                       18, fatigue       , False
S0000035  , U04453 , trend_hopper    , 2025-06-20 18:09:19, 2025-06-20 18:34:19,                       25, interruption  , False
S0000036  , U01733 , trend_hopper    , 2025-12-05 18:03:28, 2025-12-05 18:20:28,                       17, fatigue       , False
S0000037  , U02471 , binge_user      , 2026-04-09 21:25:56, 2026-04-09 23:03:56,                       98, interruption  , False
S0000038  , U00443 , active_engager  , 2025-05-26 23:03:56, 2025-05-26 23:18:56,                       15, boredom       , False
S0000039  , U03837 , passive_scroller, 2025-06-06 18:54:48, 2025-06-06 19:04:48,                       10, boredom       , False
S0000040  , U04248 , passive_scroller, 2026-01-15 19:08:40, 2026-01-15 19:19:40,                       11, goal_completed, False
S0000041  , U03766 , passive_scroller, 2026-02-15 18:40:36, 2026-02-15 18:51:36,                       13, interruption  , True
S0000042  , U02793 , binge_user      , 2026-04-16 13:29:46, 2026-04-16 14:15:46,                       46, interruption  , False
S0000043  , U01146 , binge_user      , 2025-12-24 19:59:17, 2025-12-24 21:14:17,                       75, goal_completed, False
S0000044  , U01846 , passive_scroller, 2025-02-16 00:19:03, 2025-02-16 00:26:03,                        8, boredom       , True
S0000045  , U00388 , trend_hopper    , 2025-05-18 13:26:01, 2025-05-18 13:50:01,                       28, interruption  , True
S0000046  , U04672 , passive_scroller, 2026-03-12 23:32:10, 2026-03-12 23:39:10,                        7, boredom       , False
S0000047  , U02440 , binge_user      , 2025-10-02 18:30:25, 2025-10-02 19:32:25,                       62, goal_completed, False
S0000048  , U00718 , binge_user      , 2025-04-18 21:28:17, 2025-04-18 22:19:17,                       51, interruption  , False
S0000049  , U02538 , passive_scroller, 2025-10-18 12:47:25, 2025-10-18 12:53:25,                        7, interruption  , True
S0000050  , U03505 , passive_scroller, 2025-04-09 20:50:19, 2025-04-09 20:52:19,                        2, boredom       , False
S0000051  , U00543 , passive_scroller, 2025-04-22 20:56:36, 2025-04-22 21:06:36,                       10, boredom       , False
S0000052  , U04765 , active_engager  , 2026-03-26 22:32:50, 2026-03-26 22:59:50,                       27, interruption  , False
S0000053  , U01860 , binge_user      , 2025-02-12 01:16:55, 2025-02-12 02:39:55,                       83, interruption  , False
S0000054  , U00146 , binge_user      , 2025-09-12 22:33:32, 2025-09-12 23:45:32,                       72, boredom       , False
S0000055  , U02571 , binge_user      , 2025-12-12 20:08:24, 2025-12-12 21:45:24,                       97, boredom       , False
S0000056  , U00608 , passive_scroller, 2025-11-24 13:46:09, 2025-11-24 13:56:09,                       10, fatigue       , False
S0000057  , U01791 , binge_user      , 2025-04-05 21:19:54, 2025-04-05 21:55:54,                       43, interruption  , True
S0000058  , U02667 , passive_scroller, 2025-11-12 21:46:42, 2025-11-12 21:52:42,                        6, goal_completed, False
S0000059  , U04228 , active_engager  , 2025-08-21 19:37:55, 2025-08-21 20:02:55,                       25, goal_completed, False
S0000060  , U00348 , active_engager  , 2025-11-07 13:52:14, 2025-11-07 14:37:14,                       45, fatigue       , False
S0000061  , U04666 , passive_scroller, 2025-10-29 22:11:12, 2025-10-29 22:14:12,                        3, interruption  , False
S0000062  , U01983 , binge_user      , 2025-08-03 09:45:30, 2025-08-03 11:08:30,                       99, goal_completed, True
S0000063  , U00877 , passive_scroller, 2026-01-08 21:06:08, 2026-01-08 21:16:08,                       10, goal_completed, False
S0000064  , U04288 , passive_scroller, 2025-10-15 22:31:15, 2025-10-15 22:41:15,                       10, boredom       , False
S0000065  , U02954 , trend_hopper    , 2026-02-27 18:55:01, 2026-02-27 19:16:01,                       21, interruption  , False
S0000066  , U01823 , active_engager  , 2025-02-01 18:55:23, 2025-02-01 19:39:23,                       52, interruption  , True
S0000067  , U04219 , passive_scroller, 2025-01-01 22:42:15, 2025-01-01 22:49:15,                        7, boredom       , False
S0000068  , U00223 , passive_scroller, 2025-02-22 00:01:19, 2025-02-22 00:09:19,                        9, fatigue       , True
S0000069  , U03766 , passive_scroller, 2025-04-14 19:54:19, 2025-04-14 20:04:19,                       10, goal_completed, False
S0000070  , U03233 , active_engager  , 2025-08-19 20:14:15, 2025-08-19 20:33:15,                       19, boredom       , False
S0000071  , U04297 , passive_scroller, 2025-10-20 08:10:28, 2025-10-20 08:13:28,                        3, fatigue       , False
S0000072  , U00724 , active_engager  , 2025-06-19 22:38:16, 2025-06-19 23:06:16,                       28, goal_completed, False
S0000073  , U02851 , active_engager  , 2026-04-16 20:35:01, 2026-04-16 21:12:01,                       37, interruption  , False
S0000074  , U01136 , trend_hopper    , 2026-02-14 23:51:19, 2026-02-15 00:16:19,                       30, goal_completed, True
S0000075  , U02932 , active_engager  , 2025-02-05 21:54:49, 2025-02-05 22:37:49,                       43, goal_completed, False
S0000076  , U02311 , active_engager  , 2025-09-16 21:04:56, 2025-09-16 21:45:56,                       41, interruption  , False
S0000077  , U00361 , passive_scroller, 2025-03-27 22:14:48, 2025-03-27 22:29:48,                       15, goal_completed, False
S0000078  , U00549 , binge_user      , 2026-02-20 01:27:02, 2026-02-20 03:14:02,                      107, boredom       , False
S0000079  , U03689 , trend_hopper    , 2025-12-06 01:32:18, 2025-12-06 01:44:18,                       14, fatigue       , True
S0000080  , U01377 , binge_user      , 2025-08-11 00:26:30, 2025-08-11 01:17:30,                       51, boredom       , False
S0000081  , U01138 , active_engager  , 2026-01-31 23:54:03, 2026-02-01 00:08:03,                       16, fatigue       , True
S0000082  , U03898 , trend_hopper    , 2025-01-03 22:00:02, 2025-01-03 22:06:02,                        6, boredom       , False
S0000083  , U03102 , trend_hopper    , 2025-11-04 00:02:52, 2025-11-04 00:20:52,                       18, goal_completed, False
S0000084  , U03029 , trend_hopper    , 2026-01-20 19:53:14, 2026-01-20 20:13:14,                       20, goal_completed, False
S0000085  , U01362 , trend_hopper    , 2025-06-17 20:32:02, 2025-06-17 20:56:02,                       24, fatigue       , False
S0000086  , U00195 , binge_user      , 2025-09-12 21:25:24, 2025-09-12 22:18:24,                       53, interruption  , False
S0000087  , U02012 , trend_hopper    , 2026-04-22 22:16:14, 2026-04-22 22:41:14,                       25, fatigue       , False
S0000088  , U02473 , passive_scroller, 2025-08-31 21:51:50, 2025-08-31 21:58:50,                        8, boredom       , True
S0000089  , U01589 , binge_user      , 2026-03-10 21:23:16, 2026-03-10 22:51:16,                       88, fatigue       , False
S0000090  , U01404 , active_engager  , 2025-05-19 21:39:28, 2025-05-19 22:03:28,                       24, boredom       , False
S0000091  , U01837 , active_engager  , 2025-08-13 12:08:04, 2025-08-13 12:50:04,                       42, fatigue       , False
S0000092  , U01492 , passive_scroller, 2026-02-12 19:13:33, 2026-02-12 19:25:33,                       12, boredom       , False
S0000093  , U02540 , trend_hopper    , 2025-08-10 00:40:25, 2025-08-10 00:57:25,                       20, interruption  , True
S0000094  , U02178 , passive_scroller, 2025-11-01 13:17:54, 2025-11-01 13:26:54,                       10, fatigue       , True
S0000095  , U03920 , active_engager  , 2025-06-18 09:15:42, 2025-06-18 09:38:42,                       23, interruption  , False
S0000096  , U04056 , binge_user      , 2025-04-10 18:11:56, 2025-04-10 19:52:56,                      101, interruption  , False
S0000097  , U00205 , passive_scroller, 2025-11-10 00:46:47, 2025-11-10 00:58:47,                       12, boredom       , False
S0000098  , U01516 , binge_user      , 2025-01-09 13:58:22, 2025-01-09 14:56:22,                       58, interruption  , False
S0000099  , U00236 , trend_hopper    , 2025-06-11 22:16:58, 2025-06-11 22:25:58,                        9, interruption  , False
S0000100  , U04746 , passive_scroller, 2026-01-24 19:31:37, 2026-01-24 19:40:37,                       10, interruption  , True
S0000101  , U00379 , trend_hopper    , 2025-06-13 19:46:54, 2025-06-13 20:01:54,                       15, boredom       , False
S0000102  , U03230 , binge_user      , 2026-04-29 21:30:42, 2026-04-29 23:22:42,                      112, fatigue       , False
S0000103  , U04266 , active_engager  , 2025-08-15 21:39:16, 2025-08-15 22:17:16,                       38, fatigue       , False
S0000104  , U02552 , passive_scroller, 2025-09-29 18:51:44, 2025-09-29 19:05:44,                       14, interruption  , False
S0000105  , U00060 , trend_hopper    , 2025-01-06 12:45:06, 2025-01-06 13:05:06,                       20, fatigue       , False
S0000106  , U01019 , passive_scroller, 2025-03-28 21:27:55, 2025-03-28 21:37:55,                       10, fatigue       , False
S0000107  , U00124 , binge_user      , 2025-11-19 09:55:40, 2025-11-19 11:46:40,                      111, goal_completed, False
S0000108  , U00841 , trend_hopper    , 2025-07-04 21:10:44, 2025-07-04 21:17:44,                        7, boredom       , False
S0000109  , U04254 , active_engager  , 2025-10-27 23:51:40, 2025-10-28 00:26:40,                       35, fatigue       , False
S0000110  , U03429 , passive_scroller, 2025-04-11 23:54:29, 2025-04-12 00:00:29,                        6, fatigue       , False
S0000111  , U04003 , passive_scroller, 2026-01-16 23:22:55, 2026-01-16 23:24:55,                        2, interruption  , False
S0000112  , U02955 , trend_hopper    , 2025-04-04 23:28:31, 2025-04-04 23:47:31,                       19, goal_completed, False
S0000113  , U03237 , active_engager  , 2025-06-16 22:25:47, 2025-06-16 22:46:47,                       21, fatigue       , False
S0000114  , U02256 , passive_scroller, 2025-02-09 13:22:32, 2025-02-09 13:36:32,                       16, boredom       , True
S0000115  , U04395 , binge_user      , 2026-02-09 18:01:48, 2026-02-09 19:34:48,                       93, interruption  , False
S0000116  , U02856 , active_engager  , 2026-02-22 09:02:17, 2026-02-22 09:45:17,                       51, boredom       , True
S0000117  , U03258 , active_engager  , 2025-02-28 19:52:01, 2025-02-28 20:07:01,                       15, fatigue       , False
S0000118  , U01631 , passive_scroller, 2025-07-05 01:22:10, 2025-07-05 01:37:10,                       18, interruption  , True
S0000119  , U03093 , binge_user      , 2025-09-11 19:13:26, 2025-09-11 20:40:26,                       87, interruption  , False
S0000120  , U03518 , binge_user      , 2025-09-14 22:39:30, 2025-09-14 23:23:30,                       52, boredom       , True
S0000121  , U03772 , passive_scroller, 2025-08-28 19:08:28, 2025-08-28 19:22:28,                       14, fatigue       , False
S0000122  , U00105 , trend_hopper    , 2025-05-21 09:38:07, 2025-05-21 10:03:07,                       25, goal_completed, False
S0000123  , U01748 , trend_hopper    , 2025-02-17 20:07:44, 2025-02-17 20:30:44,                       23, goal_completed, False
S0000124  , U00257 , passive_scroller, 2026-03-10 08:36:07, 2026-03-10 08:39:07,                        3, fatigue       , False
S0000125  , U00527 , passive_scroller, 2025-11-30 21:27:23, 2025-11-30 21:31:23,                        4, fatigue       , True
S0000126  , U02620 , binge_user      , 2026-03-30 18:24:32, 2026-03-30 19:21:32,                       57, interruption  , False
S0000127  , U04257 , trend_hopper    , 2026-03-26 22:17:54, 2026-03-26 22:27:54,                       10, interruption  , False
S0000128  , U00072 , passive_scroller, 2025-07-27 09:20:53, 2025-07-27 09:30:53,                       12, fatigue       , True
S0000129  , U01504 , trend_hopper    , 2026-01-31 20:15:12, 2026-01-31 20:30:12,                       18, boredom       , True
S0000130  , U03305 , passive_scroller, 2025-07-13 21:24:05, 2025-07-13 21:35:05,                       13, goal_completed, True
S0000131  , U03903 , active_engager  , 2025-07-28 22:35:30, 2025-07-28 23:00:30,                       25, interruption  , False
S0000132  , U01941 , trend_hopper    , 2025-12-28 21:54:39, 2025-12-28 22:03:39,                       10, boredom       , True
S0000133  , U01233 , passive_scroller, 2025-11-26 19:30:22, 2025-11-26 19:34:22,                        4, fatigue       , False
S0000134  , U00548 , binge_user      , 2025-05-31 21:00:30, 2025-05-31 22:19:30,                       94, boredom       , True
S0000135  , U00561 , active_engager  , 2025-11-16 20:53:05, 2025-11-16 21:29:05,                       43, boredom       , True
S0000136  , U02765 , trend_hopper    , 2025-04-14 01:52:53, 2025-04-14 02:17:53,                       25, goal_completed, False
S0000137  , U01081 , trend_hopper    , 2025-01-02 23:42:17, 2025-01-03 00:07:17,                       25, boredom       , False
S0000138  , U04899 , active_engager  , 2025-01-08 22:45:32, 2025-01-08 23:29:32,                       44, boredom       , False
S0000139  , U01449 , active_engager  , 2025-10-09 23:03:51, 2025-10-09 23:33:51,                       30, boredom       , False
S0000140  , U02081 , passive_scroller, 2025-07-05 00:27:34, 2025-07-05 00:38:34,                       13, interruption  , True
S0000141  , U04678 , active_engager  , 2025-08-08 19:00:14, 2025-08-08 19:23:14,                       23, boredom       , False
S0000142  , U01081 , trend_hopper    , 2026-02-19 21:03:11, 2026-02-19 21:13:11,                       10, goal_completed, False
S0000143  , U02888 , trend_hopper    , 2025-05-21 21:52:44, 2025-05-21 22:09:44,                       17, boredom       , False
S0000144  , U01708 , passive_scroller, 2026-03-29 21:40:23, 2026-03-29 21:55:23,                       18, boredom       , True
S0000145  , U03164 , active_engager  , 2025-04-06 19:23:13, 2025-04-06 20:04:13,                       49, interruption  , True
S0000146  , U03045 , passive_scroller, 2026-04-30 23:13:42, 2026-04-30 23:20:42,                        7, goal_completed, False
S0000147  , U02740 , binge_user      , 2025-02-17 23:27:52, 2025-02-18 00:44:52,                       77, goal_completed, False
S0000148  , U03515 , passive_scroller, 2025-06-30 21:55:32, 2025-06-30 22:04:32,                        9, boredom       , False
S0000149  , U01117 , active_engager  , 2025-07-08 19:52:41, 2025-07-08 20:35:41,                       43, interruption  , False
S0000150  , U04366 , binge_user      , 2025-07-15 21:18:18, 2025-07-15 22:36:18,                       78, interruption  , False
S0000151  , U01497 , trend_hopper    , 2025-07-02 13:43:22, 2025-07-02 13:48:22,                        5, interruption  , False
S0000152  , U01551 , binge_user      , 2025-09-09 20:51:36, 2025-09-09 21:35:36,                       44, interruption  , False
S0000153  , U03837 , passive_scroller, 2025-05-07 18:23:53, 2025-05-07 18:32:53,                        9, fatigue       , False
S0000154  , U02319 , passive_scroller, 2025-11-28 00:41:01, 2025-11-28 00:56:01,                       15, fatigue       , False
S0000155  , U00839 , trend_hopper    , 2025-02-13 21:14:35, 2025-02-13 21:34:35,                       20, boredom       , False
S0000156  , U02714 , trend_hopper    , 2025-09-21 20:11:00, 2025-09-21 20:31:00,                       24, goal_completed, True
S0000157  , U04848 , active_engager  , 2025-12-21 19:39:50, 2025-12-21 19:55:50,                       19, fatigue       , True
S0000158  , U03383 , passive_scroller, 2025-07-31 00:04:37, 2025-07-31 00:19:37,                       15, interruption  , False
S0000159  , U03820 , trend_hopper    , 2025-04-14 00:43:29, 2025-04-14 01:07:29,                       24, fatigue       , False
S0000160  , U01532 , binge_user      , 2025-08-05 20:09:36, 2025-08-05 21:25:36,                       76, goal_completed, False
S0000161  , U04582 , trend_hopper    , 2025-09-02 21:56:22, 2025-09-02 22:18:22,                       22, boredom       , False
S0000162  , U02395 , trend_hopper    , 2025-05-12 23:17:51, 2025-05-12 23:31:51,                       14, interruption  , False
S0000163  , U04524 , binge_user      , 2025-03-02 20:32:52, 2025-03-02 21:30:52,                       69, goal_completed, True
S0000164  , U02059 , trend_hopper    , 2025-03-20 20:19:35, 2025-03-20 20:24:35,                        5, boredom       , False
S0000165  , U01118 , active_engager  , 2025-10-22 22:45:11, 2025-10-22 23:08:11,                       23, goal_completed, False
S0000166  , U03802 , trend_hopper    , 2025-07-28 23:35:25, 2025-07-28 23:55:25,                       20, goal_completed, False
S0000167  , U01818 , passive_scroller, 2025-02-10 19:53:25, 2025-02-10 20:02:25,                        9, interruption  , False
S0000168  , U02702 , binge_user      , 2025-03-13 12:51:55, 2025-03-13 14:40:55,                      109, goal_completed, False
S0000169  , U04642 , binge_user      , 2025-07-18 12:42:47, 2025-07-18 14:40:47,                      118, goal_completed, False
S0000170  , U02752 , trend_hopper    , 2025-09-27 09:54:55, 2025-09-27 10:07:55,                       15, boredom       , True
S0000171  , U01277 , binge_user      , 2025-04-27 20:07:39, 2025-04-27 21:42:39,                      114, interruption  , True
S0000172  , U00559 , passive_scroller, 2025-01-28 20:10:10, 2025-01-28 20:13:10,                        3, boredom       , False
S0000173  , U00337 , active_engager  , 2026-04-11 01:13:33, 2026-04-11 01:42:33,                       34, fatigue       , True
S0000174  , U00263 , passive_scroller, 2025-10-05 21:36:56, 2025-10-05 21:46:56,                       12, boredom       , True
S0000175  , U00072 , passive_scroller, 2025-01-22 00:57:18, 2025-01-22 01:05:18,                        8, interruption  , False
S0000176  , U04181 , binge_user      , 2026-02-21 23:25:37, 2026-02-22 00:34:37,                       82, boredom       , True
S0000177  , U01683 , binge_user      , 2025-06-19 22:59:20, 2025-06-19 23:32:20,                       33, boredom       , False
S0000178  , U00891 , active_engager  , 2026-04-03 21:37:48, 2026-04-03 21:51:48,                       14, boredom       , False
S0000179  , U01279 , active_engager  , 2025-04-09 19:21:33, 2025-04-09 19:37:33,                       16, fatigue       , False
S0000180  , U04156 , trend_hopper    , 2025-12-04 23:24:59, 2025-12-04 23:29:59,                        5, boredom       , False
S0000181  , U04532 , passive_scroller, 2026-03-09 23:12:17, 2026-03-09 23:21:17,                        9, fatigue       , False
S0000182  , U02349 , binge_user      , 2025-03-05 18:11:16, 2025-03-05 19:13:16,                       62, interruption  , False
S0000183  , U01073 , passive_scroller, 2025-08-02 01:08:22, 2025-08-02 01:22:22,                       16, interruption  , True
S0000184  , U03042 , binge_user      , 2026-01-24 21:47:57, 2026-01-24 22:26:57,                       46, interruption  , True
S0000185  , U00827 , passive_scroller, 2025-09-12 08:01:00, 2025-09-12 08:03:00,                        2, fatigue       , False
S0000186  , U00922 , trend_hopper    , 2025-06-09 22:19:04, 2025-06-09 22:32:04,                       13, fatigue       , False
S0000187  , U02091 , binge_user      , 2025-06-05 23:36:20, 2025-06-06 01:23:20,                      107, interruption  , False
S0000188  , U02619 , active_engager  , 2025-08-25 19:37:52, 2025-08-25 20:01:52,                       24, fatigue       , False
S0000189  , U02460 , trend_hopper    , 2025-01-21 22:10:00, 2025-01-21 22:16:00,                        6, goal_completed, False
S0000190  , U00061 , active_engager  , 2025-02-08 00:32:19, 2025-02-08 01:09:19,                       44, interruption  , True
S0000191  , U02928 , binge_user      , 2025-05-21 00:18:37, 2025-05-21 01:47:37,                       89, goal_completed, False
S0000192  , U02115 , passive_scroller, 2025-03-07 22:28:55, 2025-03-07 22:34:55,                        6, goal_completed, False
S0000193  , U03104 , passive_scroller, 2025-09-24 12:28:31, 2025-09-24 12:43:31,                       15, boredom       , False
S0000194  , U04784 , binge_user      , 2025-04-02 19:58:54, 2025-04-02 20:51:54,                       53, boredom       , False
S0000195  , U02929 , passive_scroller, 2025-02-09 08:14:00, 2025-02-09 08:22:00,                        9, fatigue       , True
S0000196  , U00868 , binge_user      , 2026-01-29 19:17:20, 2026-01-29 20:03:20,                       46, boredom       , False
S0000197  , U02697 , binge_user      , 2025-12-06 23:27:17, 2025-12-07 00:18:17,                       61, fatigue       , True
S0000198  , U00910 , passive_scroller, 2025-03-11 21:07:21, 2025-03-11 21:09:21,                        2, fatigue       , False
S0000199  , U04475 , active_engager  , 2026-02-07 20:53:43, 2026-02-07 21:21:43,                       33, fatigue       , True
S0000200  , U03887 , trend_hopper    , 2025-02-14 13:55:24, 2025-02-14 14:04:24,                        9, fatigue       , False
S0000201  , U03179 , active_engager  , 2025-09-06 20:48:00, 2025-09-06 21:14:00,                       31, boredom       , True
S0000202  , U04925 , binge_user      , 2026-03-14 20:46:59, 2026-03-14 22:44:59,                      141, boredom       , True
S0000203  , U03936 , binge_user      , 2025-04-03 08:35:24, 2025-04-03 09:15:24,                       40, boredom       , False
S0000204  , U02614 , passive_scroller, 2025-12-07 01:58:25, 2025-12-07 02:11:25,                       15, fatigue       , True
S0000205  , U02982 , passive_scroller, 2025-11-14 12:22:51, 2025-11-14 12:26:51,                        4, interruption  , False
S0000206  , U01223 , trend_hopper    , 2026-02-01 18:41:07, 2026-02-01 19:03:07,                       26, fatigue       , True
S0000207  , U00734 , passive_scroller, 2025-02-19 13:18:26, 2025-02-19 13:22:26,                        4, interruption  , False
S0000208  , U03654 , passive_scroller, 2025-10-21 13:51:30, 2025-10-21 13:57:30,                        6, goal_completed, False
S0000209  , U03033 , passive_scroller, 2025-09-21 13:55:16, 2025-09-21 13:57:16,                        2, boredom       , True
S0000210  , U01895 , binge_user      , 2025-02-13 23:44:17, 2025-02-14 01:13:17,                       89, interruption  , False
S0000211  , U01275 , binge_user      , 2025-10-23 01:59:27, 2025-10-23 02:58:27,                       59, boredom       , False
S0000212  , U04086 , passive_scroller, 2025-03-23 09:04:30, 2025-03-23 09:14:30,                       12, interruption  , True
S0000213  , U00259 , binge_user      , 2025-03-23 21:18:46, 2025-03-23 22:00:46,                       50, interruption  , True
S0000214  , U01735 , binge_user      , 2025-02-13 09:43:54, 2025-02-13 10:28:54,                       45, interruption  , False
S0000215  , U01900 , binge_user      , 2025-03-26 21:49:23, 2025-03-26 22:55:23,                       66, boredom       , False
S0000216  , U02937 , passive_scroller, 2025-08-30 20:16:40, 2025-08-30 20:27:40,                       13, boredom       , True
S0000217  , U04061 , trend_hopper    , 2025-07-26 18:59:25, 2025-07-26 19:23:25,                       28, goal_completed, True
S0000218  , U02867 , active_engager  , 2025-05-25 20:52:03, 2025-05-25 21:08:03,                       19, fatigue       , True
S0000219  , U02169 , passive_scroller, 2025-11-19 13:37:14, 2025-11-19 13:44:14,                        7, interruption  , False
S0000220  , U03764 , trend_hopper    , 2026-02-05 00:58:52, 2026-02-05 01:06:52,                        8, goal_completed, False
S0000221  , U04907 , trend_hopper    , 2026-04-09 18:20:52, 2026-04-09 18:36:52,                       16, boredom       , False
S0000222  , U00967 , active_engager  , 2025-02-08 19:02:29, 2025-02-08 19:42:29,                       48, goal_completed, True
S0000223  , U03547 , active_engager  , 2025-06-21 01:00:50, 2025-06-21 01:14:50,                       16, goal_completed, True
S0000224  , U01952 , active_engager  , 2025-06-13 22:40:09, 2025-06-13 22:50:09,                       10, goal_completed, False
S0000225  , U01366 , binge_user      , 2025-08-28 23:16:09, 2025-08-29 00:57:09,                      101, boredom       , False
S0000226  , U03569 , binge_user      , 2026-02-09 20:56:12, 2026-02-09 21:38:12,                       42, boredom       , False
S0000227  , U03036 , binge_user      , 2025-11-14 20:07:02, 2025-11-14 20:41:02,                       34, goal_completed, False
S0000228  , U01243 , trend_hopper    , 2025-11-01 01:30:52, 2025-11-01 01:43:52,                       15, fatigue       , True
S0000229  , U04281 , trend_hopper    , 2025-12-11 18:04:57, 2025-12-11 18:28:57,                       24, fatigue       , False
S0000230  , U01228 , trend_hopper    , 2025-01-30 22:19:42, 2025-01-30 22:25:42,                        6, goal_completed, False
S0000231  , U01468 , passive_scroller, 2025-06-06 21:51:44, 2025-06-06 21:57:44,                        6, boredom       , False
S0000232  , U04888 , trend_hopper    , 2025-01-04 19:46:00, 2025-01-04 19:57:00,                       13, goal_completed, True
S0000233  , U00654 , binge_user      , 2025-10-31 21:52:16, 2025-10-31 22:56:16,                       64, fatigue       , False
S0000234  , U02212 , passive_scroller, 2026-04-23 12:27:30, 2026-04-23 12:36:30,                        9, interruption  , False
S0000235  , U00362 , passive_scroller, 2025-12-09 23:52:09, 2025-12-09 23:57:09,                        5, fatigue       , False
S0000236  , U04476 , trend_hopper    , 2025-09-09 00:05:17, 2025-09-09 00:16:17,                       11, boredom       , False
S0000237  , U00562 , passive_scroller, 2025-11-03 13:52:13, 2025-11-03 13:58:13,                        6, boredom       , False
S0000238  , U01975 , trend_hopper    , 2025-05-30 22:07:23, 2025-05-30 22:17:23,                       10, fatigue       , False
S0000239  , U02693 , passive_scroller, 2025-09-16 12:34:22, 2025-09-16 12:47:22,                       13, goal_completed, False
S0000240  , U00298 , passive_scroller, 2025-09-19 20:49:20, 2025-09-19 21:04:20,                       15, goal_completed, False
S0000241  , U02149 , active_engager  , 2025-01-25 09:03:09, 2025-01-25 09:29:09,                       31, interruption  , True
S0000242  , U01912 , active_engager  , 2025-08-02 20:45:35, 2025-08-02 21:18:35,                       39, goal_completed, True
S0000243  , U02929 , passive_scroller, 2026-03-29 20:17:53, 2026-03-29 20:28:53,                       13, boredom       , True
